,player_name,touches,year
15, Gunnar Nielsen,17,2009/2010
16, Nathan Eccleston,16,2009/2010
17, Eddie Johnson,16,2009/2010
18, Marlon King,16,2009/2010
19, Grant Leadbitter,16,2009/2010
0, Abdisalam Ibrahim,15,2009/2010
1, Seol Ki-Hyeon,12,2009/2010
2, Fredrik Stoor,12,2009/2010
3, Paul Gallagher,10,2009/2010
4, Giovani dos Santos,8,2009/2010
5, Andriy Shevchenko,8,2009/2010
6, Danny Ward,8,2009/2010
7, Jack Colback,7,2009/2010
8, Damien Johnson,7,2009/2010
9, Freddie Sears,7,2009/2010
10, Jose Baxter,6,2009/2010
11, Peter Kurucz,6,2009/2010
12, Alex Nimely,6,2009/2010
13, Greg Cunningham,5,2009/2010
14, Jay O'Shea,5,2009/2010
15, Michael Johnson,3,2009/2010
16, Jack Robinson,3,2009/2010
17, Stephen Darby,2,2009/2010
18, Louis Moult,2,2009/2010
19, Jordan Spence,2,2009/2010
0, Kieran Agard,1,2009/2010
1, Owen Hargreaves,1,2009/2010
2, Jake Livermore,1,2009/2010
3, Mustapha Riga,1,2009/2010
0, Denilson,3469,2008/2009
1, Frank Lampard,3304,2008/2009
2, Xabi Alonso,3164,2008/2009
3, John Obi Mikel,3113,2008/2009
4, John Pantsil,3108,2008/2009
5, Danny Murphy,2941,2008/2009
6, Jamie Carragher,2862,2008/2009
7, Bacary Sagna,2842,2008/2009
8, Vedran Corluka,2786,2008/2009
9, José Bosingwa,2771,2008/2009
10, Paul Konchesky,2732,2008/2009
11, Gaël Clichy,2725,2008/2009
12, Ashley Cole,2688,2008/2009
13, Phil Neville,2635,2008/2009
14, Gareth Barry,2621,2008/2009
15, Jonathan Greening,2554,2008/2009
16, Steven Gerrard,2524,2008/2009
17, Benoit Assou-Ekotto,2498,2008/2009
18, Hérita Ilunga,2488,2008/2009
19, Paul Robinson,2473,2008/2009
0, Nemanja Vidic,2460,2008/2009
1, Maynor Figueroa,2407,2008/2009
2, Stewart Downing,2397,2008/2009
3, Nicky Butt,2396,2008/2009
4, Luka Modric,2393,2008/2009
5, Vincent Kompany,2388,2008/2009
6, John Terry,2387,2008/2009
7, Stephen Warnock,2380,2008/2009
8, Gianni Zuiverloon,2368,2008/2009
9, Lucas Neill,2357,2008/2009
10, Stiliyan Petrov,2346,2008/2009
11, Dirk Kuyt,2306,2008/2009
12, Brede Hangeland,2294,2008/2009
13, Mario Melchiot,2280,2008/2009
14, Álvaro Arbeloa,2277,2008/2009
15, Scott Parker,2272,2008/2009
16, Cesc Fàbregas,2237,2008/2009
17, Jlloyd Samuel,2232,2008/2009
18, Stephen Ireland,2221,2008/2009
19, Danny Collins,2213,2008/2009
0, Sylvain Distin,2196,2008/2009
1, Joleon Lescott,2196,2008/2009
2, James Milner,2196,2008/2009
3, Dean Whitehead,2187,2008/2009
4, Phil Bardsley,2174,2008/2009
5, Cristiano Ronaldo,2167,2008/2009
6, Sean Davis,2159,2008/2009
7, Robert Koren,2157,2008/2009
8, Patrice Evra,2156,2008/2009
9, Glen Johnson,2148,2008/2009
10, Javier Mascherano,2148,2008/2009
11, Luke Young,2143,2008/2009
12, Michael Carrick,2117,2008/2009
13, Jermaine Jenas,2114,2008/2009
14, Grétar Steinsson,2112,2008/2009
15, Antonio Valencia,2098,2008/2009
16, Wilson Palacios,2067,2008/2009
17, Samir Nasri,2043,2008/2009
18, Leighton Baines,2035,2008/2009
19, Mark Noble,2033,2008/2009
0, Phil Jagielka,2029,2008/2009
1, Steed Malbranque,2028,2008/2009
2, Ashley Young,2024,2008/2009
3, Mikel Arteta,2022,2008/2009
4, Pablo Zabaleta,2022,2008/2009
5, Kevin Davies,2007,2008/2009
6, Gary O'Neil,1952,2008/2009
7, Peter Crouch,1943,2008/2009
8, Simon Davies,1940,2008/2009
9, Matt Upson,1937,2008/2009
10, Ryan Nelsen,1918,2008/2009
11, Nadir Belhadj,1900,2008/2009
12, José Enrique,1897,2008/2009
13, Leon Osman,1897,2008/2009
14, Sam Ricketts,1883,2008/2009
15, Richard Dunne,1878,2008/2009
16, David James,1876,2008/2009
17, Darren Fletcher,1851,2008/2009
18, Jussi Jääskeläinen,1847,2008/2009
19, Kieran Richardson,1844,2008/2009
0, Morten Gamst Pedersen,1841,2008/2009
1, Chris Brunt,1835,2008/2009
2, Marouane Fellaini,1831,2008/2009
3, Clint Dempsey,1815,2008/2009
4, Dimitar Berbatov,1813,2008/2009
5, André Ooijer,1810,2008/2009
6, Steven Pienaar,1806,2008/2009
7, Wayne Rooney,1801,2008/2009
8, Titus Bramble,1798,2008/2009
9, Mark Schwarzer,1798,2008/2009
10, John O'Shea,1796,2008/2009
11, Robinho,1793,2008/2009
12, Shay Given,1789,2008/2009
13, Rio Ferdinand,1777,2008/2009
14, Michael Ballack,1770,2008/2009
15, Lee Cattermole,1770,2008/2009
16, Deco,1759,2008/2009
17, Charles N'Zogbia,1756,2008/2009
18, Ian Ashbee,1735,2008/2009
19, Thomas Sørensen,1732,2008/2009
0, Aaron Hughes,1728,2008/2009
1, Jonathan Woodgate,1724,2008/2009
2, Alexandre Song,1719,2008/2009
3, Robert Green,1718,2008/2009
4, José Reina,1715,2008/2009
5, Gavin McCann,1714,2008/2009
6, Fabricio Coloccini,1709,2008/2009
7, Shaun Wright-Phillips,1707,2008/2009
8, James Morrison,1703,2008/2009
9, Borja Valero,1698,2008/2009
10, Michael Turner,1691,2008/2009
11, Elano,1683,2008/2009
12, Christopher Samba,1681,2008/2009
13, Florent Malouda,1679,2008/2009
14, Jimmy Bullard,1676,2008/2009
15, Matthew Taylor,1659,2008/2009
16, Fábio Aurélio,1652,2008/2009
17, Tim Howard,1647,2008/2009
18, Jonás Gutiérrez,1637,2008/2009
19, David Wheater,1635,2008/2009
0, Paul Robinson,1624,2008/2009
1, Damien Duff,1620,2008/2009
2, Scott Carson,1616,2008/2009
3, Tuncay Sanli,1601,2008/2009
4, Didier Zokora,1586,2008/2009
5, Sebastien Bassong,1575,2008/2009
6, Curtis Davies,1573,2008/2009
7, Tim Cahill,1568,2008/2009
8, Danny Higginbotham,1564,2008/2009
9, Petr Cech,1558,2008/2009
10, Andy Reid,1557,2008/2009
11, Rory Delap,1551,2008/2009
12, Bobby Zamora,1547,2008/2009
13, Kolo Touré,1546,2008/2009
14, Nicolas Anelka,1535,2008/2009
15, Aaron Lennon,1534,2008/2009
16, David Bentley,1531,2008/2009
17, Brad Friedel,1523,2008/2009
18, Micah Richards,1518,2008/2009
19, Andy Dawson,1498,2008/2009
0, Gary Cahill,1491,2008/2009
1, Kamil Zayatte,1489,2008/2009
2, Keith Andrews,1488,2008/2009
3, Wayne Bridge,1463,2008/2009
4, Heurelho Gomes,1460,2008/2009
5, Martin Skrtel,1458,2008/2009
6, Paul Scharner,1454,2008/2009
7, Emanuel Pogatetz,1452,2008/2009
8, Danny Guthrie,1448,2008/2009
9, Jonas Olsson,1447,2008/2009
10, Andrew Taylor,1445,2008/2009
11, Fabrice Muamba,1441,2008/2009
12, Andy O'Brien,1441,2008/2009
13, Ryan Giggs,1426,2008/2009
14, Abdoulaye Faye,1425,2008/2009
15, Abou Diaby,1424,2008/2009
16, Hayden Mullins,1408,2008/2009
17, Boaz Myhill,1403,2008/2009
18, Albert Riera,1398,2008/2009
19, Paul Scholes,1392,2008/2009
0, Dean Marney,1378,2008/2009
1, Kerimoglou Tugay,1370,2008/2009
2, Geovanni,1364,2008/2009
3, Carlos Cuellar,1361,2008/2009
4, El Hadji Diouf,1361,2008/2009
5, Edwin van der Sar,1351,2008/2009
6, Glenn Whelan,1338,2008/2009
7, Sol Campbell,1335,2008/2009
8, Steven Taylor,1335,2008/2009
9, Manuel Almunia,1319,2008/2009
10, Zoltán Gera,1316,2008/2009
11, Robbie Keane,1314,2008/2009
12, Anton Ferdinand,1313,2008/2009
13, Robin van Persie,1308,2008/2009
14, Alex,1302,2008/2009
15, Valon Behrami,1300,2008/2009
16, Joseph Yobo,1297,2008/2009
17, Habib Beye,1295,2008/2009
18, Nedum Onuoha,1290,2008/2009
19, Kevin Nolan,1285,2008/2009
0, Chris Kirkland,1281,2008/2009
1, Emile Heskey,1277,2008/2009
2, Niko Kranjcar,1261,2008/2009
3, Ryan Taylor,1260,2008/2009
4, Ledley King,1253,2008/2009
5, William Gallas,1244,2008/2009
6, Tom Huddlestone,1238,2008/2009
7, Carlton Cole,1235,2008/2009
8, Dickson Etuhu,1227,2008/2009
9, Nicky Shorey,1225,2008/2009
10, Emmanuel Eboué,1214,2008/2009
11, Carlos Tevez,1214,2008/2009
12, Gabriel Agbonlahor,1210,2008/2009
13, Marlon King,1199,2008/2009
14, Hermann Hreidarsson,1198,2008/2009
15, Nicklas Bendtner,1185,2008/2009
16, Lucas Leiva,1184,2008/2009
17, Nigel de Jong,1182,2008/2009
18, Emmanuel Adebayor,1163,2008/2009
19, David Di Michele,1158,2008/2009
0, Yossi Benayoun,1140,2008/2009
1, Brett Emerton,1123,2008/2009
2, Nigel Reo-Coker,1120,2008/2009
3, Robert Huth,1118,2008/2009
4, Jérémie Aliadière,1116,2008/2009
5, Craig Bellamy,1113,2008/2009
6, Pascal Chimbonda,1113,2008/2009
7, Marton Fülöp,1106,2008/2009
8, Teemu Tainio,1098,2008/2009
9, Jonny Evans,1091,2008/2009
10, Amr Zaki,1090,2008/2009
11, Ricardo Gardner,1080,2008/2009
12, Jack Collison,1071,2008/2009
13, Park Ji-Sung,1062,2008/2009
14, Justin Hoyte,1060,2008/2009
15, Younes Kaboul,1051,2008/2009
16, Daniel Agger,1048,2008/2009
17, Johan Elmander,1044,2008/2009
18, George Boateng,1042,2008/2009
19, Andrew Johnson,1035,2008/2009
0, Ross Turnbull,1035,2008/2009
1, George McCartney,1023,2008/2009
2, Julien Faubert,1006,2008/2009
3, Paul McShane,1006,2008/2009
4, Ryan Shawcross,982,2008/2009
5, Didier Digard,981,2008/2009
6, John Carew,974,2008/2009
7, Emmerson Boyce,969,2008/2009
8, Kenwyne Jones,966,2008/2009
9, Rafael,963,2008/2009
10, Richard Hughes,961,2008/2009
11, Martin Laursen,952,2008/2009
12, Ricardo Fuller,946,2008/2009
13, Djibril Cissé,945,2008/2009
14, Tal Ben Haim,944,2008/2009
15, Afonso Alves,939,2008/2009
16, Matthew Etherington,939,2008/2009
17, Bernard Mendy,932,2008/2009
18, Sami Hyypiä,931,2008/2009
19, Salomon Kalou,930,2008/2009
0, Kevin Kilbane,928,2008/2009
1, Joe Hart,922,2008/2009
2, Papa Bouba Diop,921,2008/2009
3, Vince Grella,920,2008/2009
4, Gary Neville,909,2008/2009
5, Julio Arca,898,2008/2009
6, James Collins,894,2008/2009
7, Matthew Bates,884,2008/2009
8, Tony McMahon,883,2008/2009
9, Lass Diarra,880,2008/2009
10, Liam Lawrence,878,2008/2009
11, Grant Leadbitter,873,2008/2009
12, Michael Brown,870,2008/2009
13, Tony Hibbert,870,2008/2009
14, Nyron Nosworthy,866,2008/2009
15, Gareth Bale,865,2008/2009
16, Armand Traore,860,2008/2009
17, Roque Santa Cruz,848,2008/2009
18, Didier Drogba,836,2008/2009
19, Andrea Dossena,834,2008/2009
0, Mido,833,2008/2009
1, Daniel Cousin,832,2008/2009
2, Anderson,828,2008/2009
3, Steve Harper,821,2008/2009
4, Geremi,821,2008/2009
5, Darren Bent,809,2008/2009
6, Branislav Ivanovic,809,2008/2009
7, Obafemi Martins,807,2008/2009
8, Fernando Torres,803,2008/2009
9, Andy Griffin,802,2008/2009
10, Andy Wilkinson,800,2008/2009
11, Theo Walcott,797,2008/2009
12, Javier Garrido,790,2008/2009
13, Michael Essien,789,2008/2009
14, Michael Dawson,783,2008/2009
15, Jermain Defoe,782,2008/2009
16, Luis Boa Morte,774,2008/2009
17, Abdoulaye Méité,767,2008/2009
18, Salif Diao,757,2008/2009
19, Brad Jones,755,2008/2009
0, Johan Djourou,749,2008/2009
1, Emiliano Insúa,736,2008/2009
2, Andrey Arshavin,732,2008/2009
3, Jô,719,2008/2009
4, Noé Pamarot,717,2008/2009
5, Jason Roberts,716,2008/2009
6, Mikaël Silvestre,714,2008/2009
7, Calum Davenport,713,2008/2009
8, Marc-Antoine Fortuné,711,2008/2009
9, Benni McCarthy,706,2008/2009
10, Michael Owen,705,2008/2009
11, Ricardo Carvalho,703,2008/2009
12, Chris Riggott,701,2008/2009
13, Adam Johnson,673,2008/2009
14, Craig Fagan,672,2008/2009
15, Jermaine Pennant,670,2008/2009
16, Mamady Sidibe,669,2008/2009
17, Amdy Faye,660,2008/2009
18, Richard Garcia,643,2008/2009
19, Roman Bednar,640,2008/2009
0, Joe Cole,636,2008/2009
1, Roman Pavlyuchenko,634,2008/2009
2, Richard Cresswell,621,2008/2009
3, James Tomkins,618,2008/2009
4, Shola Ameobi,616,2008/2009
5, Gaël Givet,611,2008/2009
6, Zat Knight,607,2008/2009
7, Danny Simpson,606,2008/2009
8, Ryan Babel,601,2008/2009
9, Ryan Donk,597,2008/2009
10, Louis Saha,597,2008/2009
11, Jamie O'Hara,591,2008/2009
12, Nick Barmby,584,2008/2009
13, Seyi Olofinjana,580,2008/2009
14, Radoslav Kovac,568,2008/2009
15, David Nugent,559,2008/2009
16, James Beattie,553,2008/2009
17, Carlos Villanueva,549,2008/2009
18, Olivier Kapo,548,2008/2009
19, Michael Ball,539,2008/2009
0, Juliano Belletti,539,2008/2009
1, David Dunn,534,2008/2009
2, Jack Rodwell,532,2008/2009
3, Matt Duke,526,2008/2009
4, Steve Sidwell,516,2008/2009
5, Wes Brown,514,2008/2009
6, Aaron Mokoena,510,2008/2009
7, Carlos Edwards,502,2008/2009
8, Leon Barnett,498,2008/2009
9, Kim Do-Heon,493,2008/2009
10, Craig Gordon,492,2008/2009
11, Kieran Gibbs,488,2008/2009
12, Danny Pugh,487,2008/2009
13, Jason Koumas,477,2008/2009
14, Carl Hoefkens,476,2008/2009
15, Mohamed Shawky,467,2008/2009
16, Daniel de Ridder,465,2008/2009
17, Ben Watson,460,2008/2009
18, Nani,455,2008/2009
19, Yakubu,443,2008/2009
0, Alan Hutton,438,2008/2009
1, Hugo Rodallega,422,2008/2009
2, Dietmar Hamann,419,2008/2009
3, David Edgar,408,2008/2009
4, Junior Stanislas,408,2008/2009
5, Ishmael Miller,407,2008/2009
6, Mark Davies,399,2008/2009
7, Diego Tristán,397,2008/2009
8, Felipe Caicedo,389,2008/2009
9, Joey Barton,388,2008/2009
10, Daryl Murphy,370,2008/2009
11, Danny Shittu,354,2008/2009
12, Jay Simpson,349,2008/2009
13, Dave Kitson,344,2008/2009
14, John Utaka,342,2008/2009
15, Graham Dorrans,341,2008/2009
16, Segundo Castillo,340,2008/2009
17, Carlos Vela,340,2008/2009
18, Ibrahima Sonko,336,2008/2009
19, Manucho,327,2008/2009
0, Mark Viduka,327,2008/2009
1, Jonathan Spector,326,2008/2009
2, Dan Gosling,325,2008/2009
3, Martin Olsson,317,2008/2009
4, Gelson Fernandes,316,2008/2009
5, Péter Halmosi,315,2008/2009
6, Matt Derbyshire,308,2008/2009
7, Chris Basham,297,2008/2009
8, Victor Anichebe,294,2008/2009
9, Shelton Martis,294,2008/2009
10, Kanu,282,2008/2009
11, Diomansy Kamara,273,2008/2009
12, Luke Moore,271,2008/2009
13, Alan Smith,268,2008/2009
14, Martin Petrov,265,2008/2009
15, Peter Løvenkrands,263,2008/2009
16, Aaron Ramsey,258,2008/2009
17, Andy Carroll,252,2008/2009
18, Carlo Cudicini,252,2008/2009
19, Henri Camara,245,2008/2009
0, Leon Cort,242,2008/2009
1, Tom Soares,242,2008/2009
2, Anthony Gardner,241,2008/2009
3, Claudio Caçapa,236,2008/2009
4, Daniel Sturridge,236,2008/2009
5, Filipe Teixeira,233,2008/2009
6, Glen Little,231,2008/2009
7, Marek Cech,229,2008/2009
8, Freddie Sears,229,2008/2009
9, Lars Jacobsen,228,2008/2009
10, Steven Reid,227,2008/2009
11, Josh Walker,227,2008/2009
12, Darius Vassell,224,2008/2009
13, Youssouf Mulumbu,220,2008/2009
14, Erik Nevland,219,2008/2009
15, Lukasz Fabianski,218,2008/2009
16, Benjani,218,2008/2009
17, Savio Nsereko,217,2008/2009
18, Dwight Yorke,216,2008/2009
19, Lee Bowyer,215,2008/2009
0, Mustapha Riga,212,2008/2009
1, Michael Johnson,211,2008/2009
2, Joey O'Brien,211,2008/2009
3, Craig Gardner,208,2008/2009
4, Nabil El Zhar,205,2008/2009
5, Ched Evans,203,2008/2009
6, Angelos Basinas,197,2008/2009
7, Chris Baird,193,2008/2009
8, Caleb Folan,193,2008/2009
9, Zurab Khizanishvili,191,2008/2009
10, Juan Carlos Menseguéz,189,2008/2009
11, Richard Kingson,188,2008/2009
12, Keith Treacy,183,2008/2009
13, David N'Gog,179,2008/2009
14, Kieron Dyer,169,2008/2009
15, Michael Tonge,168,2008/2009
16, Olivier Dacourt,167,2008/2009
17, Fraizer Campbell,166,2008/2009
18, Sébastien Puygrenier,163,2008/2009
19, Jason Brown,161,2008/2009
0, Giovani dos Santos,160,2008/2009
1, Marc Wilson,160,2008/2009
2, Marvin Emnes,156,2008/2009
3, Darron Gibson,156,2008/2009
4, Stephen Kelly,153,2008/2009
5, Steve Simonsen,149,2008/2009
6, Carl Dickinson,146,2008/2009
7, Tomasz Kuszczak,146,2008/2009
8, Michael Mancienne,146,2008/2009
9, Nathan Doyle,145,2008/2009
10, Mike Pollitt,132,2008/2009
11, Dean Kiely,128,2008/2009
12, Arnold Mvuemba,123,2008/2009
13, Seol Ki-Hyeon,123,2008/2009
14, Asmir Begovic,120,2008/2009
15, Valeri Bojinov,117,2008/2009
16, Ariza Makukula,113,2008/2009
17, Xisco,107,2008/2009
18, Tamir Cohen,103,2008/2009
19, Ben Foster,103,2008/2009
0, Chris Gunter,103,2008/2009
1, Federico Macheda,100,2008/2009
2, Toni Kallio,99,2008/2009
3, Dean Ashton,92,2008/2009
4, Michael Chopra,90,2008/2009
5, Paulo Ferreira,90,2008/2009
6, Ebi Smolarek,89,2008/2009
7, Ricardo Quaresma,87,2008/2009
8, Jonathan Grounds,87,2008/2009
9, Kelvin Etuhu,83,2008/2009
10, Ritchie de Laet,79,2008/2009
11, Liam Miller,79,2008/2009
12, Bryan Hughes,77,2008/2009
13, Shaleum Logan,77,2008/2009
14, Franco Di Santo,76,2008/2009
15, Owen Hargreaves,75,2008/2009
16, David Healy,74,2008/2009
17, James Vaughan,74,2008/2009
18, Danny Welbeck,74,2008/2009
19, Jose Baxter,70,2008/2009
0, Pelé,70,2008/2009
1, Sherjill MacDonald,70,2008/2009
2, Rodrigo Possebon,66,2008/2009
3, Craig Beattie,61,2008/2009
4, Wayne Brown,60,2008/2009
5, Aaron Doran,57,2008/2009
6, Dean Windass,57,2008/2009
7, Cho Won-Hee,53,2008/2009
8, Lee Martin,53,2008/2009
9, Marlon Harewood,49,2008/2009
10, Vincent Pericard,49,2008/2009
11, Leon Andreasen,48,2008/2009
12, Gavin Hoyte,48,2008/2009
13, Jerome Thomas,47,2008/2009
14, Richard Eckersley,46,2008/2009
15, Damien Plessis,44,2008/2009
16, Erik Edman,43,2008/2009
17, Kasper Schmeichel,42,2008/2009
18, Fredrik Stoor,42,2008/2009
19, Robbie Fowler,40,2008/2009
0, Nuno Valente,38,2008/2009
1, Henrique Hilario,37,2008/2009
2, Fran Mérida,34,2008/2009
3, Joe Bennett,31,2008/2009
4, Amaury Bischoff,30,2008/2009
5, Ryan France,30,2008/2009
6, Ignacio González,28,2008/2009
7, Mineiro,27,2008/2009
8, Anthony Stokes,27,2008/2009
9, Jordan Henderson,26,2008/2009
10, Nathan Delfouneso,25,2008/2009
11, Gilberto,22,2008/2009
12, Andrew Davies,22,2008/2009
13, Walter Lopez,21,2008/2009
14, Vladimir Weiss,21,2008/2009
15, Stelios Giannakopoulos,19,2008/2009
16, Vito Mannone,19,2008/2009
17, Ricardo Vaz Te,19,2008/2009
18, Antoine Sibierski,18,2008/2009
19, Chris Smalling,18,2008/2009
0, Kazenga Lua Lua,16,2008/2009
1, Zoran Tosic,16,2008/2009
2, John Johnson,14,2008/2009
3, Tope Obadeyi,14,2008/2009
4, Andy van der Meyde,14,2008/2009
5, Martyn Waghorn,14,2008/2009
6, Gláuber,13,2008/2009
7, Miroslav Stoch,13,2008/2009
8, Brad Guzan,12,2008/2009
9, Callum McManaman,12,2008/2009
10, Kevin-Prince Boateng,10,2008/2009
11, Heidar Helguson,10,2008/2009
12, Robert Milsom,9,2008/2009
13, Josh Payne,9,2008/2009
14, Wayne Routledge,9,2008/2009
15, Chris Wood,9,2008/2009
16, Scott Sinclair,8,2008/2009
17, Johann Vogel,8,2008/2009
18, Mark Randall,7,2008/2009
19, Adel Taarabt,6,2008/2009
0, Wayne Brown,5,2008/2009
1, Andranik Teymourian,5,2008/2009
2, Jack Wilshere,5,2008/2009
3, Seb Hines,4,2008/2009
4, Linvoy Primus,4,2008/2009
5, Lukas Jutkiewicz,3,2008/2009
6, Jonathan Franks,2,2008/2009
7, Julian Gray,2,2008/2009
0, Gaël Clichy,3235,2007/2008
1, Cesc Fàbregas,3109,2007/2008
2, Nicky Shorey,2521,2007/2008
3, Steven Gerrard,2459,2007/2008
4, Stephen Warnock,2436,2007/2008
5, Wilfred Bouma,2408,2007/2008
6, Lucas Neill,2394,2007/2008
7, George McCartney,2323,2007/2008
8, Pascal Chimbonda,2286,2007/2008
9, David Bentley,2269,2007/2008
10, Phil Neville,2263,2007/2008
11, Luke Young,2263,2007/2008
12, Nicky Butt,2250,2007/2008
13, Gareth Barry,2240,2007/2008
14, Rio Ferdinand,2227,2007/2008
15, Mathieu Flamini,2227,2007/2008
16, Richard Dunne,2181,2007/2008
17, Bacary Sagna,2179,2007/2008
18, Danny Collins,2172,2007/2008
19, Joleon Lescott,2170,2007/2008
0, Patrice Evra,2147,2007/2008
1, Glen Johnson,2132,2007/2008
2, Wes Brown,2122,2007/2008
3, Steed Malbranque,2090,2007/2008
4, Alyaksandr Hleb,2081,2007/2008
5, Nemanja Vidic,2076,2007/2008
6, Vedran Corluka,2065,2007/2008
7, Olof Mellberg,2064,2007/2008
8, Paul Konchesky,2041,2007/2008
9, Jamie Carragher,2031,2007/2008
10, Martin Laursen,2030,2007/2008
11, Stewart Downing,2013,2007/2008
12, Jermaine Jenas,1964,2007/2008
13, Michael Carrick,1954,2007/2008
14, Stephen Kelly,1939,2007/2008
15, Cristiano Ronaldo,1938,2007/2008
16, Niko Kranjcar,1893,2007/2008
17, Ashley Cole,1884,2007/2008
18, Kolo Touré,1882,2007/2008
19, Emmanuel Adebayor,1855,2007/2008
0, Marcus Hahnemann,1848,2007/2008
1, Simon Davies,1841,2007/2008
2, Dimitar Berbatov,1826,2007/2008
3, Frank Lampard,1824,2007/2008
4, Paul Scholes,1823,2007/2008
5, Charles N'Zogbia,1818,2007/2008
6, Javier Mascherano,1809,2007/2008
7, Kevin Kilbane,1801,2007/2008
8, Morten Gamst Pedersen,1790,2007/2008
9, Michael Essien,1787,2007/2008
10, Dean Whitehead,1787,2007/2008
11, Joe Cole,1784,2007/2008
12, Mario Melchiot,1780,2007/2008
13, Mikel Arteta,1769,2007/2008
14, Sylvain Distin,1760,2007/2008
15, Martin Petrov,1759,2007/2008
16, John Obi Mikel,1747,2007/2008
17, Ashley Young,1744,2007/2008
18, Brett Emerton,1739,2007/2008
19, David James,1733,2007/2008
0, El Hadji Diouf,1729,2007/2008
1, Hayden Mullins,1729,2007/2008
2, Stephen Hunt,1724,2007/2008
3, Brad Friedel,1719,2007/2008
4, Christopher Samba,1718,2007/2008
5, Robert Green,1711,2007/2008
6, Juliano Belletti,1710,2007/2008
7, Elano,1699,2007/2008
8, Phil Jagielka,1696,2007/2008
9, Dietmar Hamann,1688,2007/2008
10, Habib Beye,1667,2007/2008
11, Tom Huddlestone,1660,2007/2008
12, Danny Murphy,1660,2007/2008
13, Paul Scharner,1660,2007/2008
14, Carlos Tevez,1658,2007/2008
15, Antonio Valencia,1656,2007/2008
16, George Boateng,1650,2007/2008
17, Maik Taylor,1645,2007/2008
18, Mark Noble,1644,2007/2008
19, Sulley Muntari,1630,2007/2008
0, Fábio Rochemback,1623,2007/2008
1, Stephen Ireland,1614,2007/2008
2, Álvaro Arbeloa,1613,2007/2008
3, Geremi,1608,2007/2008
4, José Reina,1597,2007/2008
5, Chris Kirkland,1596,2007/2008
6, Roque Santa Cruz,1591,2007/2008
7, Didier Zokora,1586,2007/2008
8, Matt Upson,1584,2007/2008
9, Ricardo Gardner,1577,2007/2008
10, Kevin Davies,1563,2007/2008
11, Nigel Reo-Coker,1558,2007/2008
12, William Gallas,1550,2007/2008
13, Sami Hyypiä,1550,2007/2008
14, Tim Howard,1548,2007/2008
15, Fabrice Muamba,1543,2007/2008
16, Gary O'Neil,1533,2007/2008
17, Hermann Hreidarsson,1528,2007/2008
18, Liam Ridgewell,1524,2007/2008
19, John Arne Riise,1518,2007/2008
0, Sebastian Larsson,1512,2007/2008
1, Ryan Giggs,1492,2007/2008
2, Jay McEveley,1489,2007/2008
3, Dirk Kuyt,1459,2007/2008
4, Clint Dempsey,1443,2007/2008
5, Lee Carsley,1442,2007/2008
6, Wayne Rooney,1438,2007/2008
7, Steve Finnan,1434,2007/2008
8, Graeme Murty,1431,2007/2008
9, Mark Schwarzer,1418,2007/2008
10, Ivan Campo,1404,2007/2008
11, James Harper,1403,2007/2008
12, Michael Dawson,1399,2007/2008
13, Nyron Nosworthy,1391,2007/2008
14, John Carew,1382,2007/2008
15, José Enrique,1380,2007/2008
16, Papa Bouba Diop,1379,2007/2008
17, Javier Garrido,1377,2007/2008
18, Scott Carson,1362,2007/2008
19, Michael Brown,1359,2007/2008
0, Leon Osman,1353,2007/2008
1, Michael Ball,1343,2007/2008
2, Kevin Doyle,1330,2007/2008
3, John Terry,1330,2007/2008
4, Craig Gordon,1318,2007/2008
5, Tyrone Mears,1314,2007/2008
6, Steven Taylor,1313,2007/2008
7, Dave Kitson,1297,2007/2008
8, James Milner,1293,2007/2008
9, André Ooijer,1293,2007/2008
10, Xabi Alonso,1285,2007/2008
11, David Wheater,1284,2007/2008
12, Jonathan Woodgate,1284,2007/2008
13, Joe Hart,1278,2007/2008
14, Kenwyne Jones,1272,2007/2008
15, Joey Barton,1269,2007/2008
16, Ivar Ingimarsson,1265,2007/2008
17, Ryan Nelsen,1264,2007/2008
18, Robbie Keane,1251,2007/2008
19, Steven Pienaar,1249,2007/2008
0, Gabriel Agbonlahor,1245,2007/2008
1, Benjani,1243,2007/2008
2, Tony Hibbert,1241,2007/2008
3, Steven Reid,1239,2007/2008
4, Gelson Fernandes,1238,2007/2008
5, Gavin McCann,1236,2007/2008
6, Ricardo Carvalho,1232,2007/2008
7, Jussi Jääskeläinen,1220,2007/2008
8, Jimmy Bullard,1217,2007/2008
9, Alex,1216,2007/2008
10, Emanuel Pogatetz,1212,2007/2008
11, Alan Smith,1203,2007/2008
12, David Dunn,1196,2007/2008
13, Andy O'Brien,1196,2007/2008
14, Joseph Yobo,1196,2007/2008
15, Julio Arca,1188,2007/2008
16, Aaron Hughes,1185,2007/2008
17, Lass Diarra,1184,2007/2008
18, Edwin van der Sar,1182,2007/2008
19, Nani,1180,2007/2008
0, Jason Koumas,1175,2007/2008
1, Olivier Kapo,1174,2007/2008
2, Matthew Taylor,1172,2007/2008
3, Liam Miller,1167,2007/2008
4, Salomon Kalou,1162,2007/2008
5, Emmanuel Eboué,1161,2007/2008
6, Titus Bramble,1156,2007/2008
7, Michael Johnson,1155,2007/2008
8, Sol Campbell,1154,2007/2008
9, Nicolas Anelka,1153,2007/2008
10, Lee Young-Pyo,1151,2007/2008
11, Kevin Nolan,1141,2007/2008
12, Owen Hargreaves,1140,2007/2008
